,keys,card
38389,Synset('fiduciary_duty.n.01'),1
38390,Synset('essential_condition.n.01'),1
38391,Synset('advertising.n.02'),1
38392,Synset('butchery.n.02'),1
38393,Synset('discount_business.n.01'),1
38394,Synset('field.n.06'),1
38395,Synset('fishing.n.02'),1
38396,Synset('packaging.n.01'),1
38397,Synset('publication.n.04'),1
38398,Synset('storage.n.03'),1
38399,Synset('transportation.n.05'),2
38400,Synset('barter.n.01'),1
38401,Synset('foreign_exchange.n.01'),1
38402,Synset('direct_marketing.n.01'),1
38403,Synset('bait_and_switch.n.01'),1
38404,Synset('bootlegging.n.02'),1
38405,Synset('dumping.n.01'),1
38406,Synset('private_treaty.n.01'),1
38407,Synset('retail.n.01'),1
38408,Synset('sale.n.01'),1
38409,Synset('syndication.n.02'),1
38410,Synset('vending.n.01'),1
38411,Synset('bond_trading.n.01'),1
38412,Synset('program_trading.n.01'),1
38413,Synset('short_sale.n.01'),1
38414,Synset('stacte.n.01'),1
38415,Synset('lawlessness.n.02'),1
38416,Synset('presence_of_mind.n.01'),1
38417,Synset('dink.n.01'),1
38418,Synset('cavalry.n.01'),1
38419,Synset('garrison.n.03'),1
38420,Synset('air_force.n.01'),1
38421,Synset('coastguard.n.01'),1
38422,Synset('navy.n.01'),1
38423,Synset('harbor_patrol.n.01'),1
38424,Synset('headquarters_staff.n.01'),1
38425,Synset('office.n.05'),1
38426,Synset('sales_staff.n.01'),1
38427,Synset('service_staff.n.01'),1
38428,Synset('benzene.n.01'),1
38429,Synset('provitamin_a.n.01'),1
38430,Synset('shadow.n.06'),1
38431,Synset('antimacassar.n.01'),1
38432,Synset('bedclothes.n.01'),5
38433,Synset('bosom.n.03'),1
38434,Synset('cosy.n.01'),1
38435,Synset('elbow.n.04'),1
38436,Synset('havelock.n.01'),1
38437,Synset('lap.n.03'),1
38438,Synset('seat.n.09'),1
38439,Synset('skirt.n.01'),1
38440,Synset('slipcover.n.01'),1
38441,Synset('coat_of_paint.n.01'),2
38442,Synset('enamel.n.04'),1
38443,Synset('finish_coat.n.02'),1
38444,Synset('lacquer.n.02'),1
38445,Synset('paint.n.01'),7
38446,Synset('plating.n.01'),1
38447,Synset('seal.n.07'),1
38448,Synset('veneer.n.01'),1
38449,Synset('barndoor.n.01'),1
38450,Synset('codpiece.n.01'),1
38451,Synset('jag.n.03'),1
38452,Synset('pocket_flap.n.01'),1
38453,Synset('tongue.n.07'),1
38454,Synset('matchbook.n.01'),1
38455,Synset('false_face.n.01'),1
38456,Synset('camouflage.n.03'),1
38457,Synset('stalking-horse.n.03'),1
38458,Synset('lid.n.02'),1
38459,Synset('screwtop.n.01'),1
38460,Synset('jacket.n.02'),1
38461,Synset('fiber-optic_transmission_system.n.01'),1
38462,Synset('archive.n.01'),1
38463,Synset('drop.n.08'),3
38464,Synset('lost-and-found.n.01'),1
38465,Synset('repertory.n.01'),1
38466,Synset('storehouse.n.01'),4
38467,Synset('lido.n.01'),1
38468,Synset('goldmine.n.01'),1
38469,Synset('highway_system.n.01'),1
38470,Synset('short_line.n.01'),1
38471,Synset('agal.n.01'),1
38472,Synset('bowstring.n.01'),1
38473,Synset('chenille.n.01'),1
38474,Synset('clothesline.n.01'),1
38475,Synset('lace.n.01'),1
38476,Synset('lanyard.n.02'),1
38477,Synset('piping.n.01'),1
38478,Synset('ripcord.n.01'),1
38479,Synset('sash_cord.n.01'),1
38480,Synset('static_line.n.01'),1
38481,Synset('string.n.03'),1
38482,Synset('tie.n.09'),2
38483,Synset('wick.n.01'),1
38484,Synset('headfast.n.01'),1
38485,Synset('ply.n.01'),1
38486,Synset('vitamin_pill.n.01'),1
38487,Synset('young_turk.n.01'),1
38488,Synset('labanotation.n.01'),1
38489,Synset('atonality.n.01'),1
38490,Synset('clef.n.01'),1
38491,Synset('flat.n.03'),1
38492,Synset('key.n.04'),1
38493,Synset('measure.n.07'),1
38494,Synset('note.n.03'),3
38495,Synset('scale.n.06'),5
38496,Synset('sforzando.n.02'),1
38497,Synset('slur.n.01'),1
38498,Synset('staff.n.06'),1
38499,Synset('time_signature.n.01'),1
38500,Synset('megagametophyte.n.01'),1
38501,Synset('flowering_maple.n.01'),1
38502,Synset('planktonic_algae.n.01'),1
38503,Synset('american_holly.n.01'),1
38504,Synset('dogbane.n.01'),1
38505,Synset('fool's_parsley.n.01'),1
38506,Synset('hellebore.n.02'),1
38507,Synset('lantana.n.01'),1
38508,Synset('poison_ash.n.01'),1
38509,Synset('snowberry.n.01'),1
38510,Synset('varnish_tree.n.02'),1
38511,Synset('water_fennel.n.01'),1
38512,Synset('western_poison_oak.n.01'),1
38513,Synset('rupestral_plant.n.01'),1
38514,Synset('bulbous_plant.n.01'),38
38515,Synset('creeper.n.01'),1
38516,Synset('cultivated_plant.n.01'),1
38517,Synset('desert_plant.n.01'),4
38518,Synset('geophyte.n.01'),1
38519,Synset('herb.n.01'),188
38520,Synset('psilophyte.n.01'),1
38521,Synset('pteridophyte.n.01'),38
38522,Synset('succulent.n.01'),6
38523,Synset('vine.n.01'),53
38524,Synset('woody_plant.n.01'),296
38525,Synset('preemption.n.04'),1
38526,Synset('sequestration.n.04'),1
38527,Synset('pacification.n.03'),1
38528,Synset('countercoup.n.01'),1
38529,Synset('appeasement.n.01'),1
38530,Synset('population_control.n.01'),1
38531,Synset('ligature.n.01'),1
38532,Synset('lettercard.n.01'),1
38533,Synset('biomedical_science.n.01'),1
38534,Synset('craniology.n.01'),1
38535,Synset('dietetics.n.01'),1
38536,Synset('eugenics.n.01'),1
38537,Synset('medical_science.n.01'),13
38538,Synset('hydration.n.01'),1
38539,Synset('ossification.n.02'),1
38540,Synset('pitting.n.01'),1
38541,Synset('biochemical_mechanism.n.01'),1
38542,Synset('chemosynthesis.n.01'),1
38543,Synset('alpha_decay.n.01'),1
38544,Synset('cold_fusion.n.01'),1
38545,Synset('field_emission.n.01'),1
38546,Synset('photoemission.n.01'),1
38547,Synset('secondary_emission.n.01'),1
38548,Synset('accelerando.n.01'),1
38549,Synset('allegro.n.01'),1
38550,Synset('meno_mosso.n.01'),1
38551,Synset('adjunct.n.03'),1
38552,Synset('complement.n.01'),1
38553,Synset('phrase.n.01'),1
38554,Synset('concussion.n.02'),1
38555,Synset('knock.n.03'),1
38556,Synset('rap.n.02'),1
38557,Synset('slap.n.01'),1
38558,Synset('pulmonary_valve.n.01'),1
38559,Synset('betrayal.n.02'),1
38560,Synset('complaisance.n.01'),1
38561,Synset('bitterness.n.02'),1
38562,Synset('affability.n.01'),1
38563,Synset('amity.n.01'),1
38564,Synset('congeniality.n.02'),1
38565,Synset('hospitableness.n.01'),1
38566,Synset('neighborliness.n.01'),1
38567,Synset('crabbiness.n.01'),1
38568,Synset('impatience.n.03'),1
38569,Synset('sulkiness.n.03'),1
38570,Synset('restlessness.n.04'),1
38571,Synset('sternness.n.02'),1
38572,Synset('resistance.n.09'),1
38573,Synset('breast_of_veal.n.01'),1
38574,Synset('black_currant.n.02'),1
38575,Synset('delicacy.n.06'),1
38576,Synset('hoecake.n.01'),1
38577,Synset('crown.n.03'),1
38578,Synset('approach_trench.n.01'),1
38579,Synset('moat.n.01'),1
38580,Synset('breeches_buoy.n.01'),1
38581,Synset('kit.n.02'),1
38582,Synset('rig.n.01'),2
38583,Synset('stable_gear.n.01'),5
38584,Synset('marching_order.n.01'),1
38585,Synset('clapperboard.n.01'),1
38586,Synset('enlarger.n.01'),1
38587,Synset('light_meter.n.01'),1
38588,Synset('sensitometer.n.01'),1
38589,Synset('cassette_recorder.n.01'),1
38590,Synset('magnetic_recorder.n.01'),2
38591,Synset('oscillograph.n.01'),1
38592,Synset('baseball_equipment.n.01'),3
38593,Synset('boxing_equipment.n.01'),1
38594,Synset('croquet_equipment.n.01'),1
38595,Synset('golf_equipment.n.01'),5
38596,Synset('hammer.n.05'),1
38597,Synset('mat.n.03'),1
38598,Synset('shot.n.12'),1
38599,Synset('spike.n.02'),1
38600,Synset('stick.n.06'),1
38601,Synset('weight.n.02'),1
38602,Synset('belt.n.06'),1
38603,Synset('case_shot.n.01'),1
38604,Synset('round.n.01'),1
38605,Synset('tracer.n.04'),1
38606,Synset('balloon_bomb.n.01'),1
38607,Synset('bombshell.n.03'),1
38608,Synset('car_bomb.n.01'),1
38609,Synset('cluster_bomb.n.01'),1
38610,Synset('depth_charge.n.01'),1
38611,Synset('fragmentation_bomb.n.01'),1
38612,Synset('general-purpose_bomb.n.01'),1
38613,Synset('hydrogen_bomb.n.01'),1
38614,Synset('letter_bomb.n.01'),1
38615,Synset('microwave_bomb.n.01'),1
38616,Synset('pipe_bomb.n.01'),1
38617,Synset('remote-control_bomb.n.01'),1
38618,Synset('smoke_bomb.n.01'),1
38619,Synset('thermobaric_bomb.n.01'),1
38620,Synset('fire_control_system.n.01'),1
38621,Synset('naval_gun.n.01'),1
38622,Synset('defamer.n.01'),1
38623,Synset('muckraker.n.01'),1
38624,Synset('oversight.n.01'),1
38625,Synset('acridity.n.01'),1
38626,Synset('malodor.n.01'),1
38627,Synset('chromesthesia.n.01'),1
38628,Synset('difference_threshold.n.01'),1
38629,Synset('ascidian.n.01'),1
38630,Synset('larvacean.n.01'),1
38631,Synset('caddisworm.n.01'),1
38632,Synset('maggot.n.01'),1
38633,Synset('whippet.n.01'),1
38634,Synset('helvella_acetabulum.n.01'),1
38635,Synset('helvella_sulcata.n.01'),1
38636,Synset('documentation.n.03'),1
38637,Synset('probate.n.02'),1
38638,Synset('compression.n.04'),6
38639,Synset('smacker.n.01'),1
38640,Synset('prizefight.n.01'),1
38641,Synset('cup_final.n.01'),1
38642,Synset('old_irish.n.01'),1
38643,Synset('scrumpy.n.01'),1
38644,Synset('cafe_au_lait.n.01'),1
38645,Synset('cafe_royale.n.01'),1
38646,Synset('coffee_substitute.n.01'),1
38647,Synset('drip_coffee.n.01'),1
38648,Synset('iced_coffee.n.01'),1
38649,Synset('irish_coffee.n.01'),1
38650,Synset('turkish_coffee.n.01'),1
38651,Synset('lemonade.n.01'),1
38652,Synset('orangeade.n.01'),1
38653,Synset('bitter_lemon.n.01'),1
38654,Synset('cream_soda.n.01'),1
38655,Synset('ginger_ale.n.01'),1
38656,Synset('phosphate.n.02'),1
38657,Synset('root_beer.n.01'),1
38658,Synset('tonic.n.01'),1
38659,Synset('cuppa.n.01'),1
38660,Synset('ice_tea.n.01'),1
38661,Synset('perpendicular.n.02'),1
38662,Synset('amplitude.n.01'),1
38663,Synset('op_art.n.01'),1
38664,Synset('naval_chart.n.01'),1
38665,Synset('six-pack.n.01'),1
38666,Synset('soapbox.n.01'),1
38667,Synset('jig.n.02'),1
38668,Synset('troll.n.03'),1
38669,Synset('power_pack.n.01'),1
38670,Synset('a_battery.n.01'),1
38671,Synset('c_battery.n.01'),1
38672,Synset('voltaic_pile.n.01'),1
38673,Synset('fuel_cell.n.01'),1
38674,Synset('storage_cell.n.01'),1
38675,Synset('dashboard.n.02'),1
38676,Synset('low-pass_filter.n.01'),1
38677,Synset('circuit_breaker.n.01'),1
38678,Synset('telephone_jack.n.01'),1
38679,Synset('coil.n.06'),3
38680,Synset('mosaic.n.05'),1
38681,Synset('rya.n.01'),1
38682,Synset('clock_face.n.01'),1
38683,Synset('hydra.n.04'),1
38684,Synset('sertularian.n.01'),1
38685,Synset('stud.n.04'),1
38686,Synset('readmission.n.01'),1
38687,Synset('tunica_albuginea_testes.n.01'),1
38688,Synset('naiad.n.02'),1
38689,Synset('palatine_raphe.n.01'),1
38690,Synset('chevron.n.02'),1
38691,Synset('ordinary.n.05'),1
38692,Synset('liver_spot.n.01'),1
38693,Synset('bellarmine.n.02'),1
38694,Synset('whiskey_jug.n.01'),1
38695,Synset('bota.n.01'),1
38696,Synset('magnum.n.01'),1
38697,Synset('differential_analyzer.n.01'),1
38698,Synset('lathe.n.01'),1
38699,Synset('distributor_cam.n.01'),1
38700,Synset('tail_rotor.n.01'),1
38701,Synset('cotter_pin.n.01'),1
38702,Synset('cylinder_lock.n.01'),1
38703,Synset('latch.n.01'),1
38704,Synset('padlock.n.01'),1
38705,Synset('brad.n.01'),1
38706,Synset('doornail.n.01'),1
38707,Synset('fourpenny_nail.n.01'),1
38708,Synset('sixpenny_nail.n.01'),1
38709,Synset('staple.n.04'),1
38710,Synset('tack.n.02'),1
38711,Synset('staple.n.05'),1
38712,Synset('allen_screw.n.01'),1
38713,Synset('cap_screw.n.01'),1
38714,Synset('metal_screw.n.01'),1
38715,Synset('setscrew.n.01'),1
38716,Synset('thumbscrew.n.02'),1
38717,Synset('worm.n.04'),1
38718,Synset('power_mower.n.01'),1
38719,Synset('tick.n.02'),2
38720,Synset('black_and_gold_garden_spider.n.01'),1
38721,Synset('comb-footed_spider.n.01'),1
38722,Synset('orb-weaving_spider.n.01'),1
38723,Synset('trap-door_spider.n.01'),1
38724,Synset('ormer.n.01'),1
38725,Synset('limpet.n.02'),1
38726,Synset('neritid.n.01'),1
38727,Synset('triton.n.03'),1
38728,Synset('edible_snail.n.01'),1
38729,Synset('scorpion_shell.n.01'),1
38730,Synset('alternator.n.01'),1
38731,Synset('magneto.n.01'),1
38732,Synset('windmill.n.02'),1
38733,Synset('jet_engine.n.01'),2
38734,Synset('church_key.n.01'),1
38735,Synset('powder-post_termite.n.01'),1
38736,Synset('littleneck.n.02'),1
38737,Synset('teredo.n.01'),1
38738,Synset('mason_wasp.n.01'),1
38739,Synset('common_wasp.n.01'),1
38740,Synset('mason_wasp.n.02'),1
38741,Synset('potter_wasp.n.01'),1
38742,Synset('authority.n.06'),1
38743,Synset('dismissal.n.03'),1
38744,Synset('leave.n.02'),1
38745,Synset('pass.n.06'),1
38746,Synset('ovation.n.01'),1
38747,Synset('word_salad.n.01'),1
38748,Synset('apple_juice.n.01'),1
38749,Synset('grape_juice.n.01'),1
38750,Synset('nectar.n.02'),1
38751,Synset('pineapple_juice.n.01'),1
38752,Synset('buttermilk.n.01'),1
38753,Synset('chocolate_milk.n.01'),1
38754,Synset('cows'_milk.n.01'),1
38755,Synset('goats'_milk.n.01'),1
38756,Synset('low-fat_milk.n.01'),1
38757,Synset('powdered_milk.n.01'),1
38758,Synset('scalded_milk.n.01'),1
38759,Synset('skim_milk.n.01'),1
38760,Synset('whole_milk.n.01'),1
38761,Synset('canned_meat.n.01'),1
38762,Synset('evaporated_milk.n.01'),1
38763,Synset('tomato_concentrate.n.01'),1
38764,Synset('plain_flour.n.01'),1
38765,Synset('soybean_meal.n.01'),1
38766,Synset('barley.n.01'),1
38767,Synset('corn.n.03'),2
38768,Synset('groats.n.01'),1
38769,Synset('millet.n.03'),1
38770,Synset('rice.n.01'),1
38771,Synset('wild_rice.n.02'),1
38772,Synset('gravy.n.02'),1
38773,Synset('lime_juice.n.01'),1
38774,Synset('tomato_juice.n.01'),1
38775,Synset('coconut_milk.n.01'),1
38776,Synset('formula.n.06'),1
38777,Synset('bran.n.02'),1
38778,Synset('conoy.n.01'),1
38779,Synset('menomini.n.01'),1
38780,Synset('passamaquody.n.01'),1
38781,Synset('chipewyan.n.01'),1
38782,Synset('cochimi.n.01'),1
38783,Synset('kiliwa.n.01'),1
38784,Synset('yavapai.n.01'),1
38785,Synset('toltec.n.01'),1
38786,Synset('kiowa.n.01'),1
38787,Synset('acoustic_buoy.n.01'),1
38788,Synset('conical_buoy.n.01'),1
38789,Synset('abo_blood_group_system.n.01'),1
38790,Synset('file_system.n.01'),1
38791,Synset('hierarchical_classification_system.n.01'),1
38792,Synset('cartesian_coordinate_system.n.01'),1
38793,Synset('space-time.n.01'),1
38794,Synset('hotel_plan.n.01'),2
38795,Synset('trap.n.03'),1
38796,Synset('i-beam.n.01'),1
38797,Synset('cardinal_compass_point.n.01'),1
38798,Synset('east_by_south.n.01'),1
38799,Synset('east_southeast.n.01'),1
38800,Synset('north_by_west.n.01'),1
38801,Synset('north_northwest.n.01'),1
38802,Synset('northeast_by_east.n.01'),1
38803,Synset('northwest.n.03'),1
38804,Synset('northwest_by_west.n.01'),1
38805,Synset('south_by_west.n.01'),1
38806,Synset('south_southwest.n.01'),1
38807,Synset('southeast_by_east.n.01'),1
38808,Synset('southwest.n.01'),1
38809,Synset('southwest_by_west.n.01'),1
38810,Synset('west_by_south.n.01'),1
38811,Synset('west_southwest.n.01'),1
38812,Synset('enantiomorphism.n.01'),1
38813,Synset('fetal_circulation.n.01'),1
38814,Synset('bura.n.01'),1
38815,Synset('gidar.n.01'),1
38816,Synset('kotoko.n.01'),1
38817,Synset('matakam.n.01'),1
38818,Synset('sukur.n.01'),1
38819,Synset('amputator.n.01'),1
38820,Synset('neurosurgeon.n.01'),1
38821,Synset('alliaceae.n.01'),1
38822,Synset('alstroemeriaceae.n.01'),1
38823,Synset('aphyllanthaceae.n.01'),1
38824,Synset('asphodelaceae.n.01'),1
38825,Synset('convallariaceae.n.01'),1
38826,Synset('hemerocallidaceae.n.01'),1
38827,Synset('hyacinthaceae.n.01'),1
38828,Synset('iridaceae.n.01'),1
38829,Synset('melanthiaceae.n.01'),1
38830,Synset('smilacaceae.n.01'),1
38831,Synset('tecophilaeacea.n.01'),1
38832,Synset('uvulariaceae.n.01'),1
38833,Synset('aphaeresis.n.01'),1
38834,Synset('elision.n.01'),1
38835,Synset('apomixis.n.01'),2
38836,Synset('budding.n.01'),1
38837,Synset('fissiparity.n.01'),1
38838,Synset('parthenogenesis.n.01'),1
38839,Synset('frankenstein.n.01'),1
38840,Synset('idle.n.01'),1
38841,Synset('failure.n.03'),1
38842,Synset('misfortune.n.02'),7
38843,Synset('bluster.n.01'),1
38844,Synset('demoralization.n.02'),1
38845,Synset('schemozzle.n.01'),1
38846,Synset('earthquake.n.02'),1
38847,Synset('stir.n.01'),1
38848,Synset('storm_center.n.01'),1
38849,Synset('agitation.n.02'),1
38850,Synset('violence.n.03'),1
38851,Synset('iridoncus.n.01'),1
38852,Synset('blister.n.01'),1
38853,Synset('hole.n.06'),1
38854,Synset('flaw.n.02'),1
38855,Synset('congestion.n.02'),1
38856,Synset('balance_of_power.n.01'),1
38857,Synset('homeostasis.n.01'),1
38858,Synset('nash_equilibrium.n.01'),1
38859,Synset('thermal_equilibrium.n.01'),1
38860,Synset('encompassment.n.01'),1
38861,Synset('disfavor.n.01'),1
38862,Synset('reprobation.n.01'),1
38863,Synset('transcendental_number.n.01'),1
38864,Synset('orangery.n.01'),1
38865,Synset('bronchus.n.01'),1
38866,Synset('biliary_ductule.n.01'),1
38867,Synset('lacteal.n.01'),1
38868,Synset('cavernous_sinus.n.01'),1
38869,Synset('sigmoid_sinus.n.01'),1
38870,Synset('transverse_sinus.n.01'),1
38871,Synset('allowance.n.02'),2
38872,Synset('costs.n.01'),1
38873,Synset('unfamiliarity.n.01'),2
38874,Synset('jejunity.n.01'),1
38875,Synset('nonchalance.n.01'),1
38876,Synset('instability.n.02'),1
38877,Synset('air_group.n.01'),1
38878,Synset('flight.n.05'),1
38879,Synset('wing.n.04'),1
38880,Synset('battalion.n.01'),1
38881,Synset('brigade.n.01'),1
38882,Synset('company.n.02'),1
38883,Synset('detachment.n.04'),2
38884,Synset('infantry.n.01'),1
38885,Synset('platoon.n.01'),1
38886,Synset('section.n.11'),1
38887,Synset('troop.n.01'),1
38888,Synset('vanguard.n.01'),1
38889,Synset('special_air_service.n.01'),1
38890,Synset('home_guard.n.01'),1
38891,Synset('allied_command_atlantic.n.01'),1
38892,Synset('foreign_legion.n.01'),1
38893,Synset('butyric_acid.n.01'),2
38894,Synset('caproic_acid.n.01'),1
38895,Synset('lauric_acid.n.01'),1
38896,Synset('myristic_acid.n.01'),1
38897,Synset('stearic_acid.n.01'),1
38898,Synset('monounsaturated_fatty_acid.n.01'),1
38899,Synset('ricinoleic_acid.n.01'),1
38900,Synset('beta_rhythm.n.01'),1
38901,Synset('theta_rhythm.n.01'),1
38902,Synset('hell_to_pay.n.01'),1
38903,Synset('purposefulness.n.01'),1
38904,Synset('bastion.n.03'),1
38905,Synset('castle.n.02'),1
38906,Synset('entrenchment.n.01'),1
38907,Synset('fieldwork.n.01'),1
38908,Synset('palisade.n.01'),1
38909,Synset('redoubt.n.01'),1
38910,Synset('abattis.n.01'),1
38911,Synset('blockhouse.n.01'),1
38912,Synset('keep.n.02'),1
38913,Synset('home.n.09'),1
38914,Synset('penal_institution.n.01'),8
38915,Synset('city_university.n.01'),1
38916,Synset('redbrick_university.n.01'),1
38917,Synset('barricade.n.02'),1
38918,Synset('bulwark.n.02'),1
38919,Synset('dam.n.01'),1
38920,Synset('fender.n.01'),1
38921,Synset('hurdle.n.01'),1
38922,Synset('railing.n.01'),1
38923,Synset('roadblock.n.02'),1
38924,Synset('breechblock.n.01'),1
38925,Synset('vapor_lock.n.01'),1
38926,Synset('stumbling_block.n.01'),1
38927,Synset('campanile.n.01'),1
38928,Synset('fire_tower.n.01'),1
38929,Synset('methanogen.n.01'),1
38930,Synset('bibliographer.n.01'),1
38931,Synset('forecaster.n.01'),2
38932,Synset('ostyak.n.01'),1
38933,Synset('underdog.n.01'),1
38934,Synset('patient.n.01'),1
38935,Synset('dining-room_attendant.n.01'),4
38936,Synset('workman.n.01'),22
38937,Synset('founder.n.03'),1
38938,Synset('serviceman.n.01'),33
38939,Synset('joust.n.01'),1
38940,Synset('blue_wall_of_silence.n.01'),1
38941,Synset('birth_control.n.01'),4
38942,Synset('abdominocentesis.n.01'),1
38943,Synset('arthrocentesis.n.01'),1
38944,Synset('lumbar_puncture.n.01'),1
38945,Synset('probe.n.03'),1
38946,Synset('staging.n.04'),1
38947,Synset('bull.n.04'),1
38948,Synset('faux_pas.n.01'),1
38949,Synset('fumble.n.01'),1
38950,Synset('snafu.n.01'),1
38951,Synset('trip.n.07'),1
38952,Synset('rounding.n.01'),1
38953,Synset('failure.n.05'),3
38954,Synset('imprecation.n.01'),1
38955,Synset('interpretive_dance.n.01'),1
38956,Synset('undescended_testis.n.01'),1
38957,Synset('flemish.n.02'),1
38958,Synset('middle_low_german.n.01'),1
38959,Synset('bight.n.02'),1
38960,Synset('oxbow.n.02'),1
38961,Synset('epicycloid.n.01'),1
38962,Synset('ray.n.03'),1
38963,Synset('self-flagellation.n.01'),1
38964,Synset('capric_acid.n.01'),1
38965,Synset('caprylic_acid.n.01'),1
38966,Synset('margaric_acid.n.01'),1
38967,Synset('palmitic_acid.n.01'),1
38968,Synset('eleostearic_acid.n.01'),1
38969,Synset('polyunsaturated_fatty_acid.n.01'),3
