,keys,card
37668,Synset('captivation.n.02'),1
37669,Synset('friendliness.n.01'),1
37670,Synset('mysophilia.n.01'),1
37671,Synset('comfort.n.02'),2
37672,Synset('enjoyment.n.01'),1
37673,Synset('sexual_pleasure.n.01'),3
37674,Synset('sentimentality.n.02'),1
37675,Synset('compassion.n.01'),2
37676,Synset('concern.n.03'),1
37677,Synset('kindheartedness.n.01'),1
37678,Synset('deferral.n.01'),1
37679,Synset('standdown.n.01'),1
37680,Synset('touch.n.11'),1
37681,Synset('sophistication.n.03'),1
37682,Synset('thinking_cap.n.01'),1
37683,Synset('concatenation.n.01'),1
37684,Synset('interconnection.n.01'),1
37685,Synset('civil_service.n.01'),1
37686,Synset('auricle.n.01'),1
37687,Synset('cheek_pouch.n.01'),1
37688,Synset('marsupium.n.01'),1
37689,Synset('utricle.n.01'),1
37690,Synset('congruity.n.01'),1
37691,Synset('dignity.n.02'),1
37692,Synset('bloater.n.01'),1
37693,Synset('pickled_herring.n.01'),1
37694,Synset('sprat.n.01'),1
37695,Synset('albacore.n.01'),1
37696,Synset('bonito.n.01'),1
37697,Synset('sunday.n.01'),1
37698,Synset('air_force_intelligence_surveillance_and_reconnaissance.n.01'),1
37699,Synset('ballistic_missile_defense_organization.n.01'),1
37700,Synset('bureau_of_diplomatic_security.n.01'),1
37701,Synset('bureau_of_intelligence_and_research.n.01'),1
37702,Synset('bureau_of_justice_statistics.n.01'),1
37703,Synset('casualty_care_research_center.n.01'),1
37704,Synset('comptroller_of_the_currency.n.02'),1
37705,Synset('defense_advanced_research_projects_agency.n.01'),1
37706,Synset('defense_logistics_agency.n.01'),1
37707,Synset('defense_technical_information_center.n.01'),1
37708,Synset('department_of_energy_intelligence.n.01'),1
37709,Synset('federal_aviation_agency.n.01'),1
37710,Synset('financial_management_service.n.01'),1
37711,Synset('foreign_service.n.01'),1
37712,Synset('immigration_and_naturalization_service.n.01'),1
37713,Synset('internal_revenue_service.n.01'),1
37714,Synset('local_authority.n.01'),1
37715,Synset('national_climatic_data_center.n.01'),1
37716,Synset('national_guard_bureau.n.01'),1
37717,Synset('national_institutes_of_health.n.01'),1
37718,Synset('national_park_service.n.01'),1
37719,Synset('national_weather_service.n.01'),1
37720,Synset('naval_special_warfare.n.01'),1
37721,Synset('naval_underwater_warfare_center.n.01'),1
37722,Synset('occupational_safety_and_health_administration.n.01'),1
37723,Synset('office_of_naval_intelligence.n.01'),1
37724,Synset('patent_and_trademark_office_database.n.01'),1
37725,Synset('transportation_security_administration.n.01'),1
37726,Synset('united_states_army.n.01'),1
37727,Synset('united_states_coast_guard.n.01'),1
37728,Synset('united_states_government_printing_office.n.01'),1
37729,Synset('united_states_public_health_service.n.01'),1
37730,Synset('department.n.01'),12
37731,Synset('federal_security_bureau.n.01'),1
37732,Synset('artfulness.n.01'),1
37733,Synset('crepe_suzette.n.01'),1
37734,Synset('madrasa.n.01'),1
37735,Synset('seminary.n.02'),1
37736,Synset('index_fund.n.02'),1
37737,Synset('updraft.n.01'),1
37738,Synset('puff.n.01'),1
37739,Synset('bise.n.01'),1
37740,Synset('tramontane.n.01'),1
37741,Synset('packaged_goods.n.01'),1
37742,Synset('burn_center.n.01'),1
37743,Synset('community_center.n.01'),1
37744,Synset('control_center.n.01'),1
37745,Synset('service_club.n.02'),1
37746,Synset('student_center.n.01'),1
37747,Synset('chicken_coop.n.01'),1
37748,Synset('belvedere.n.02'),1
37749,Synset('guildhall.n.01'),1
37750,Synset('beach_house.n.01'),1
37751,Synset('bungalow.n.01'),1
37752,Synset('chalet.n.01'),1
37753,Synset('country_house.n.01'),1
37754,Synset('dollhouse.n.01'),1
37755,Synset('farmhouse.n.01'),1
37756,Synset('guesthouse.n.01'),1
37757,Synset('lodge.n.04'),1
37758,Synset('maisonette.n.02'),1
37759,Synset('ranch_house.n.01'),1
37760,Synset('row_house.n.01'),1
37761,Synset('saltbox.n.01'),1
37762,Synset('solar_house.n.01'),1
37763,Synset('villa.n.02'),1
37764,Synset('cellblock.n.01'),1
37765,Synset('cyclopean_masonry.n.01'),1
37766,Synset('bearing_wall.n.01'),1
37767,Synset('chimney_breast.n.01'),1
37768,Synset('gable.n.01'),1
37769,Synset('proscenium.n.02'),1
37770,Synset('wainscoting.n.01'),1
37771,Synset('chassis.n.03'),1
37772,Synset('air_shaft.n.01'),1
37773,Synset('actinomyces.n.01'),1
37774,Synset('bacillus.n.01'),1
37775,Synset('chlamydia.n.02'),1
37776,Synset('clostridium_perfringens.n.01'),1
37777,Synset('coccus.n.01'),1
37778,Synset('cyanobacteria.n.01'),1
37779,Synset('enteric_bacteria.n.01'),4
37780,Synset('listeria.n.01'),1
37781,Synset('mycoplasma.n.01'),1
37782,Synset('nitric_bacteria.n.01'),1
37783,Synset('phototrophic_bacteria.n.01'),1
37784,Synset('rickettsia.n.01'),1
37785,Synset('spirillum.n.02'),1
37786,Synset('streptococcus.n.01'),1
37787,Synset('vibrio.n.01'),1
37788,Synset('nitrate_bacterium.n.01'),1
37789,Synset('streptobacillus.n.01'),1
37790,Synset('compromiser.n.01'),1
37791,Synset('number_cruncher.n.01'),1
37792,Synset('electrocutioner.n.01'),1
37793,Synset('shiite.n.01'),1
37794,Synset('advocacy.n.01'),1
37795,Synset('blessing.n.01'),6
37796,Synset('reassurance.n.01'),1
37797,Synset('arts_and_crafts.n.01'),4
37798,Synset('decalcomania.n.02'),1
37799,Synset('drawing.n.03'),1
37800,Synset('glyptography.n.02'),1
37801,Synset('printmaking.n.01'),2
37802,Synset('topiary.n.02'),1
37803,Synset('extortion.n.02'),1
37804,Synset('drollery.n.02'),1
37805,Synset('pleasantry.n.01'),1
37806,Synset('folly.n.04'),2
37807,Synset('horseplay.n.01'),1
37808,Synset('word_play.n.01'),1
37809,Synset('art_class.n.01'),1
37810,Synset('correspondence_course.n.01'),1
37811,Synset('directed_study.n.01'),1
37812,Synset('extension_course.n.01'),1
37813,Synset('industrial_arts.n.01'),1
37814,Synset('propaedeutic.n.01'),1
37815,Synset('required_course.n.01'),1
37816,Synset('shop_class.n.01'),1
37817,Synset('indexing.n.01'),1
37818,Synset('relegation.n.02'),1
37819,Synset('taxonomy.n.03'),1
37820,Synset('hyphenation.n.02'),1
37821,Synset('banzai_attack.n.01'),1
37822,Synset('bombing.n.01'),3
37823,Synset('counterattack.n.01'),1
37824,Synset('fire.n.02'),4
37825,Synset('penetration.n.01'),3
37826,Synset('strike.n.02'),1
37827,Synset('intelligence.n.05'),10
37828,Synset('dirty_war.n.01'),1
37829,Synset('inventory.n.05'),1
37830,Synset('artificial_respiration.n.01'),1
37831,Synset('cardiopulmonary_resuscitation.n.01'),1
37832,Synset('forced_feeding.n.01'),1
37833,Synset('intravenous_feeding.n.01'),1
37834,Synset('spoonfeeding.n.01'),1
37835,Synset('total_parenteral_nutrition.n.01'),1
37836,Synset('capitalization.n.03'),1
37837,Synset('electrification.n.02'),1
37838,Synset('overexploitation.n.01'),1
37839,Synset('water_development.n.01'),1
37840,Synset('da'wah.n.01'),1
37841,Synset('facility.n.05'),1
37842,Synset('utility.n.03'),1
37843,Synset('blessing.n.05'),1
37844,Synset('deception.n.02'),6
37845,Synset('equivocation.n.03'),1
37846,Synset('copyright_infringement.n.01'),1
37847,Synset('patent_infringement.n.01'),1
37848,Synset('declamation.n.01'),2
37849,Synset('keynote_speech.n.01'),1
37850,Synset('oration.n.01'),1
37851,Synset('stump_speech.n.01'),1
37852,Synset('cahoot.n.01'),1
37853,Synset('expose.n.01'),1
37854,Synset('grievance.n.03'),1
37855,Synset('jeremiad.n.01'),1
37856,Synset('pet_peeve.n.01'),1
37857,Synset('bayat.n.01'),1
37858,Synset('short_order.n.01'),1
37859,Synset('benefit_concert.n.01'),1
37860,Synset('plainsong.n.01'),1
37861,Synset('complementary_angles.n.01'),1
37862,Synset('inclination.n.02'),1
37863,Synset('polyhedral_angle.n.01'),1
37864,Synset('view_angle.n.01'),1
37865,Synset('cavern.n.01'),1
37866,Synset('preemptor.n.02'),1
37867,Synset('feature.n.04'),1
37868,Synset('paper.n.05'),1
37869,Synset('hemorrhagic_stroke.n.01'),1
37870,Synset('catawba.n.02'),1
37871,Synset('bugle.n.03'),1
37872,Synset('chain.n.10'),1
37873,Synset('wire-puller.n.01'),1
37874,Synset('arson.n.01'),1
37875,Synset('incineration.n.01'),1
37876,Synset('saturation.n.02'),1
37877,Synset('detachment.n.02'),1
37878,Synset('dissociation.n.01'),1
37879,Synset('divergence.n.01'),1
37880,Synset('division.n.12'),1
37881,Synset('secession.n.03'),1
37882,Synset('withdrawal.n.06'),1
37883,Synset('flexion.n.03'),1
37884,Synset('incurvation.n.02'),1
37885,Synset('closing.n.03'),1
37886,Synset('run-up.n.02'),1
37887,Synset('scamper.n.01'),1
37888,Synset('gold_rush.n.02'),1
37889,Synset('climb.n.03'),3
37890,Synset('levitation.n.03'),1
37891,Synset('acceleration.n.02'),1
37892,Synset('scud.n.01'),1
37893,Synset('carry.n.01'),1
37894,Synset('delivery.n.01'),2
37895,Synset('lighterage.n.02'),1
37896,Synset('teleportation.n.01'),1
37897,Synset('chordamesoderm.n.01'),1
37898,Synset('biodiversity.n.01'),1
37899,Synset('gene_chip.n.01'),1
37900,Synset('microprocessor.n.01'),1
37901,Synset('audio_cd.n.01'),1
37902,Synset('phonograph_record.n.01'),1
37903,Synset('talking_book.n.01'),1
37904,Synset('footlights.n.01'),1
37905,Synset('gazette.n.01'),1
37906,Synset('tabloid.n.02'),1
37907,Synset('input_routine.n.01'),1
37908,Synset('laying_on_of_hands.n.02'),1
37909,Synset('pincurl_clip.n.01'),1
37910,Synset('shuttle.n.03'),1
37911,Synset('drum_brake.n.01'),1
37912,Synset('superbug.n.02'),1
37913,Synset('paleacrita_vernata.n.01'),1
37914,Synset('file_transfer_protocol.n.01'),1
37915,Synset('musical_instrument_digital_interface.n.01'),1
37916,Synset('transmission_control_protocol/internet_protocol.n.01'),1
37917,Synset('accommodation.n.02'),1
37918,Synset('conclusion.n.07'),1
37919,Synset('property_settlement.n.01'),1
37920,Synset('dictionary_definition.n.01'),1
37921,Synset('ostensive_definition.n.01'),1
37922,Synset('redefinition.n.01'),1
37923,Synset('oversimplification.n.02'),1
37924,Synset('structural_formula.n.01'),1
37925,Synset('binomial_theorem.n.01'),1
37926,Synset('beef_burrito.n.01'),1
37927,Synset('corned_beef_hash.n.01'),1
37928,Synset('cheese_pizza.n.01'),1
37929,Synset('sausage_pizza.n.01'),1
37930,Synset('gruel.n.01'),1
37931,Synset('oatmeal.n.01'),1
37932,Synset('alphabet_soup.n.02'),1
37933,Synset('borsch.n.01'),1
37934,Synset('broth.n.02'),1
37935,Synset('chowder.n.01'),2
37936,Synset('consomme.n.01'),1
37937,Synset('gazpacho.n.01'),1
37938,Synset('gumbo.n.04'),1
37939,Synset('lentil_soup.n.01'),1
37940,Synset('mock_turtle_soup.n.01'),1
37941,Synset('oxtail_soup.n.01'),1
37942,Synset('pepper_pot.n.01'),1
37943,Synset('potage.n.01'),1
37944,Synset('soup_du_jour.n.01'),1
37945,Synset('turtle_soup.n.01'),1
37946,Synset('won_ton.n.02'),1
37947,Synset('knish.n.01'),1
37948,Synset('samosa.n.01'),1
37949,Synset('credit.n.03'),1
37950,Synset('fore-topsail.n.01'),1
37951,Synset('grid_metal.n.01'),1
37952,Synset('fascination.n.01'),1
37953,Synset('dankness.n.01'),1
37954,Synset('amorousness.n.02'),1
37955,Synset('aphrodisia.n.01'),1
37956,Synset('lecherousness.n.01'),1
37957,Synset('love.n.04'),1
37958,Synset('passion.n.05'),1
37959,Synset('sensuality.n.01'),1
37960,Synset('annoyance.n.02'),1
37961,Synset('dander.n.02'),1
37962,Synset('huffiness.n.01'),1
37963,Synset('infuriation.n.01'),1
37964,Synset('alarm.n.01'),1
37965,Synset('creeps.n.02'),1
37966,Synset('horror.n.01'),1
37967,Synset('intimidation.n.03'),1
37968,Synset('scare.n.02'),1
37969,Synset('timidity.n.01'),2
37970,Synset('agape.n.02'),1
37971,Synset('ardor.n.02'),1
37972,Synset('devotion.n.01'),1
37973,Synset('heartstrings.n.01'),1
37974,Synset('loyalty.n.02'),1
37975,Synset('worship.n.02'),1
37976,Synset('comfortableness.n.02'),1
37977,Synset('jocundity.n.01'),1
37978,Synset('chutzpa.n.01'),1
37979,Synset('divan.n.02'),1
37980,Synset('hypocrisy.n.02'),1
37981,Synset('dinner_service.n.01'),1
37982,Synset('belt.n.02'),3
37983,Synset('civies.n.01'),1
37984,Synset('nightgown.n.01'),1
37985,Synset('pajama.n.02'),1
37986,Synset('cockpit.n.02'),1
37987,Synset('apse.n.01'),1
37988,Synset('fireplace.n.01'),2
37989,Synset('barrelhouse.n.01'),1
37990,Synset('sawdust_saloon.n.01'),1
37991,Synset('bullpen.n.02'),1
37992,Synset('dungeon.n.02'),1
37993,Synset('hold.n.07'),1
37994,Synset('laminar_flow_clean_room.n.01'),1
37995,Synset('bay.n.05'),1
37996,Synset('box.n.09'),1
37997,Synset('cabin.n.01'),1
37998,Synset('cabinet.n.03'),1
37999,Synset('car.n.03'),1
38000,Synset('cockpit.n.01'),1
38001,Synset('drawing_room.n.02'),1
38002,Synset('luggage_compartment.n.01'),1
38003,Synset('pilothouse.n.01'),1
38004,Synset('stall.n.01'),1
38005,Synset('salon.n.01'),1
38006,Synset('concert_hall.n.01'),1
38007,Synset('floor.n.09'),1
38008,Synset('common_room.n.01'),1
38009,Synset('salon.n.03'),1
38010,Synset('parlor.n.01'),1
38011,Synset('water_closet.n.01'),1
38012,Synset('broom_closet.n.01'),1
38013,Synset('supply_closet.n.01'),1
38014,Synset('embassy.n.01'),1
38015,Synset('imaret.n.01'),1
38016,Synset('roadhouse.n.01'),1
38017,Synset('creche.n.01'),1
38018,Synset('maternity_hospital.n.01'),1
38019,Synset('military_hospital.n.01'),1
38020,Synset('carport.n.01'),1
38021,Synset('pagoda.n.01'),1
38022,Synset('caff.n.01'),1
38023,Synset('espresso_shop.n.01'),1
38024,Synset('pull-in.n.01'),1
38025,Synset('boarding_house.n.01'),1
38026,Synset('cabin.n.02'),1
38027,Synset('chapterhouse.n.02'),1
38028,Synset('detached_house.n.01'),1
38029,Synset('duplex_house.n.01'),1
38030,Synset('gatehouse.n.01'),1
38031,Synset('hacienda.n.02'),1
38032,Synset('lodging_house.n.01'),1
38033,Synset('mansion.n.02'),1
38034,Synset('residence.n.02'),6
38035,Synset('safe_house.n.01'),1
38036,Synset('sod_house.n.01'),1
38037,Synset('tract_house.n.01'),1
38038,Synset('floating_dock.n.01'),1
38039,Synset('battlement.n.01'),1
38040,Synset('fraise.n.02'),1
38041,Synset('chase.n.03'),1
38042,Synset('flying_buttress.n.01'),1
38043,Synset('chimneystack.n.01'),1
38044,Synset('barrel.n.01'),1
38045,Synset('blowtube.n.01'),1
38046,Synset('capillary.n.01'),1
38047,Synset('column.n.02'),1
38048,Synset('hose.n.03'),1
38049,Synset('mouthpiece.n.05'),1
38050,Synset('pipe.n.01'),2
38051,Synset('silencer.n.01'),1
38052,Synset('speaking_tube.n.01'),1
38053,Synset('stent.n.01'),1
38054,Synset('test_tube.n.01'),1
38055,Synset('venturi.n.02'),1
38056,Synset('black_belt.n.02'),1
38057,Synset('button.n.04'),1
38058,Synset('merit_badge.n.01'),1
38059,Synset('actinopod.n.01'),1
38060,Synset('madame.n.01'),1
38061,Synset('backslapper.n.01'),1
38062,Synset('shutterbug.n.01'),1
38063,Synset('bookkeeper.n.01'),1
38064,Synset('radio_announcer.n.01'),1
38065,Synset('tv_announcer.n.01'),1
38066,Synset('fruit_grower.n.01'),1
38067,Synset('mutineer.n.01'),1
38068,Synset('samoan.n.01'),1
38069,Synset('tongan.n.01'),1
38070,Synset('cotenant.n.01'),1
38071,Synset('anchorite.n.01'),1
38072,Synset('propagator.n.01'),1
38073,Synset('transcriber.n.03'),1
38074,Synset('macroeconomist.n.01'),1
38075,Synset('monetarist.n.01'),1
38076,Synset('backpacker.n.01'),1
38077,Synset('circumcision.n.02'),1
38078,Synset('liturgy.n.02'),1
38079,Synset('orgy.n.02'),1
38080,Synset('approach.n.01'),1
38081,Synset('logic_programming.n.02'),1
38082,Synset('april_fool.n.02'),1
38083,Synset('rag.n.05'),1
38084,Synset('bicycling.n.01'),1
38085,Synset('motorcycling.n.01'),1
38086,Synset('hunt.n.08'),1
38087,Synset('sculling.n.01'),1
38088,Synset('winnow.n.01'),1
38089,Synset('opening.n.12'),1
38090,Synset('run-through.n.01'),1
38091,Synset('alcohol_abuse.n.01'),1
38092,Synset('case_study.n.02'),1
38093,Synset('cost_analysis.n.01'),1
38094,Synset('fundamental_analysis.n.01'),1
38095,Synset('eleven-plus.n.01'),1
38096,Synset('canned_hunt.n.01'),1
38097,Synset('stalk.n.03'),1
38098,Synset('experiment.n.03'),1
38099,Synset('risk.n.02'),3
38100,Synset('forgery.n.02'),1
38101,Synset('sophistication.n.05'),1
38102,Synset('force_out.n.01'),1
38103,Synset('dismissal.n.02'),1
38104,Synset('personal.n.01'),1
38105,Synset('cerebral_thrombosis.n.01'),1
38106,Synset('milk_leg.n.01'),1
38107,Synset('ice.n.03'),1
38108,Synset('centralization.n.01'),1
38109,Synset('incorporation.n.01'),1
38110,Synset('canter.n.01'),1
38111,Synset('jog_trot.n.01'),1
38112,Synset('trot.n.04'),1
38113,Synset('footstep.n.02'),1
38114,Synset('pas.n.01'),1
38115,Synset('trip.n.06'),1
38116,Synset('check.n.12'),1
38117,Synset('digression.n.03'),1
38118,Synset('excursion.n.01'),1
38119,Synset('long_haul.n.01'),1
38120,Synset('odyssey.n.01'),1
38121,Synset('pilgrimage.n.01'),1
38122,Synset('tour.n.01'),1
38123,Synset('trip.n.01'),2
38124,Synset('way.n.07'),1
38125,Synset('endurance_riding.n.01'),1
38126,Synset('trail_riding.n.01'),1
38127,Synset('constitutional.n.01'),1
38128,Synset('hike.n.01'),1
38129,Synset('moonwalk.n.02'),1
38130,Synset('turn.n.12'),1
38131,Synset('walkabout.n.03'),1
38132,Synset('color_tube.n.01'),1
38133,Synset('pigs_in_blankets.n.01'),1
38134,Synset('stuffed_mushroom.n.01'),1
38135,Synset('literati.n.01'),1
38136,Synset('ni-hard.n.01'),1
38137,Synset('delirium_tremens.n.01'),1
38138,Synset('schizophrenia.n.01'),1
38139,Synset('testiness.n.01'),1
38140,Synset('butter_knife.n.01'),1
38141,Synset('fish_knife.n.01'),1
38142,Synset('jean.n.01'),1
38143,Synset('sunday_best.n.01'),1
38144,Synset('switch.n.03'),1
38145,Synset('wig.n.01'),1
38146,Synset('chador.n.01'),1
38147,Synset('yashmak.n.01'),1
38148,Synset('culotte.n.01'),1
38149,Synset('gathered_skirt.n.01'),1
38150,Synset('hobble_skirt.n.01'),1
38151,Synset('kilt.n.01'),1
38152,Synset('maxi.n.01'),1
38153,Synset('overskirt.n.01'),1
38154,Synset('bikini.n.02'),1
38155,Synset('swimming_trunks.n.01'),1
38156,Synset('batting_glove.n.01'),1
38157,Synset('gauntlet.n.03'),1
38158,Synset('kid_glove.n.01'),1
38159,Synset('oriel.n.01'),1
38160,Synset('snorkel.n.02'),1
38161,Synset('ventilation_shaft.n.01'),1
38162,Synset('lowerclassman.n.01'),1
38163,Synset('masseur.n.01'),1
38164,Synset('ostrogoth.n.01'),1
38165,Synset('ultramontane.n.01'),1
38166,Synset('vegan.n.01'),1
38167,Synset('betrothal.n.02'),1
38168,Synset('rite_of_passage.n.01'),1
38169,Synset('mardi_gras.n.02'),1
38170,Synset('day_game.n.01'),1
38171,Synset('golf.n.01'),1
38172,Synset('paintball.n.02'),1
38173,Synset('shuffleboard.n.01'),1
38174,Synset('professional_football.n.01'),1
38175,Synset('soccer.n.01'),1
38176,Synset('figure_skating.n.01'),1
38177,Synset('diathermy.n.01'),1
38178,Synset('collation.n.03'),1
38179,Synset('contrast.n.02'),1
38180,Synset('consumer_research.n.01'),1
38181,Synset('product_research.n.01'),1
38182,Synset('biological_research.n.01'),5
38183,Synset('anointing.n.01'),1
38184,Synset('fumigation.n.01'),1
38185,Synset('lining.n.03'),1
38186,Synset('painting.n.03'),1
38187,Synset('paving.n.03'),1
38188,Synset('plating.n.02'),1
38189,Synset('spraying.n.03'),1
38190,Synset('tinning.n.01'),1
38191,Synset('waxing.n.01'),1
38192,Synset('classwork.n.01'),1
38193,Synset('lesson.n.04'),1
38194,Synset('foam.n.01'),2
38195,Synset('flip-flop.n.04'),1
38196,Synset('boundary_condition.n.01'),1
38197,Synset('ceiling.n.02'),1
38198,Synset('level.n.04'),1
38199,Synset('smugness.n.01'),1
38200,Synset('caftan.n.02'),1
38201,Synset('capote.n.02'),1
38202,Synset('cope.n.02'),1
38203,Synset('domino.n.02'),1
38204,Synset('opera_cloak.n.01'),1
38205,Synset('poncho.n.01'),1
38206,Synset('toga.n.01'),1
38207,Synset('wrap.n.01'),1
38208,Synset('corset.n.01'),1
38209,Synset('alb.n.01'),1
38210,Synset('chasuble.n.01'),1
38211,Synset('pallium.n.03'),1
38212,Synset('surplice.n.01'),1
38213,Synset('dry_kiln.n.01'),1
38214,Synset('muffle.n.01'),1
38215,Synset('cockney.n.01'),1
38216,Synset('intramuscular_injection.n.01'),1
38217,Synset('subcutaneous_injection.n.01'),1
38218,Synset('mink.n.02'),1
38219,Synset('passing.n.06'),1
38220,Synset('shuffle.n.01'),1
38221,Synset('client-centered_therapy.n.01'),1
38222,Synset('group_therapy.n.01'),1
38223,Synset('play_therapy.n.01'),1
38224,Synset('self-analysis.n.02'),1
38225,Synset('sedation.n.02'),1
38226,Synset('branched_chain.n.01'),1
38227,Synset('fatalism.n.01'),1
38228,Synset('bent.n.01'),1
38229,Synset('denominationalism.n.02'),1
38230,Synset('direction.n.03'),1
38231,Synset('drift.n.05'),2
38232,Synset('favoritism.n.01'),1
38233,Synset('literalism.n.02'),1
38234,Synset('perseveration.n.01'),1
38235,Synset('proclivity.n.01'),1
38236,Synset('profaneness.n.01'),1
38237,Synset('orthodoxy.n.02'),2
38238,Synset('position.n.03'),2
38239,Synset('reorientation.n.01'),1
38240,Synset('wavelength.n.02'),1
38241,Synset('point_of_view.n.01'),1
38242,Synset('disinterest.n.01'),1
38243,Synset('sidebar.n.01'),1
38244,Synset('floor.n.05'),1
38245,Synset('presence.n.02'),1
38246,Synset('baggageman.n.01'),1
38247,Synset('bellboy.n.01'),1
38248,Synset('caddie.n.01'),1
38249,Synset('companion.n.03'),1
38250,Synset('cupbearer.n.01'),1
38251,Synset('escort.n.03'),2
38252,Synset('famulus.n.01'),1
38253,Synset('groomsman.n.01'),1
38254,Synset('linkboy.n.01'),1
38255,Synset('matron_of_honor.n.01'),1
38256,Synset('orderly.n.02'),1
38257,Synset('page.n.06'),1
38258,Synset('rocker.n.01'),1
38259,Synset('servitor.n.01'),1
38260,Synset('squire.n.03'),1
38261,Synset('stretcher-bearer.n.01'),1
38262,Synset('waker.n.01'),1
38263,Synset('vicar-general.n.01'),1
38264,Synset('artist's_model.n.01'),1
38265,Synset('photographer's_model.n.01'),1
38266,Synset('war_correspondent.n.01'),1
38267,Synset('purana.n.01'),1
38268,Synset('tantra.n.01'),1
38269,Synset('antiproton.n.01'),1
38270,Synset('proton.n.01'),1
38271,Synset('elitist.n.01'),1
38272,Synset('pragmatist.n.01'),1
38273,Synset('kurux.n.01'),1
38274,Synset('irula.n.01'),1
38275,Synset('kota.n.02'),1
38276,Synset('tamil.n.02'),1
38277,Synset('tulu.n.02'),1
38278,Synset('ode.n.01'),2
38279,Synset('shakespearean_sonnet.n.01'),1
38280,Synset('sursum_corda.n.01'),1
38281,Synset('ascomycota.n.01'),1
38282,Synset('bryophyta.n.01'),1
38283,Synset('deuteromycota.n.01'),1
38284,Synset('lichenes.n.01'),1
38285,Synset('mastigomycota.n.01'),1
38286,Synset('phanerogamae.n.01'),1
38287,Synset('pteridophyta.n.01'),1
38288,Synset('spermatophyta.n.01'),1
38289,Synset('tracheophyta.n.01'),1
38290,Synset('palatal.n.01'),1
38291,Synset('diphthong.n.01'),1
38292,Synset('stem_vowel.n.01'),1
38293,Synset('antimetabolite.n.01'),1
38294,Synset('asparaginase.n.01'),1
38295,Synset('lomustine.n.01'),1
38296,Synset('periwinkle_plant_derivative.n.01'),1
38297,Synset('thioguanine.n.01'),1
38298,Synset('law_of_segregation.n.01'),1
38299,Synset('gresham's_law.n.01'),1
38300,Synset('localization_of_function.n.01'),1
38301,Synset('mass-energy_equivalence.n.01'),1
38302,Synset('occam's_razor.n.01'),1
38303,Synset('principle_of_liquid_displacement.n.01'),1
38304,Synset('principle_of_superposition.n.02'),1
38305,Synset('plasma.n.01'),1
38306,Synset('counterplot.n.01'),1
38307,Synset('apache_devil_dance.n.01'),1
38308,Synset('ghost_dance.n.01'),1
38309,Synset('rain_dance.n.01'),1
38310,Synset('sun_dance.n.01'),1
38311,Synset('ballroom_dancing.n.01'),2
38312,Synset('flamenco.n.02'),1
38313,Synset('gavotte.n.01'),1
38314,Synset('jitterbug.n.01'),1
38315,Synset('shag.n.05'),1
38316,Synset('stomp.n.01'),1
38317,Synset('twist.n.11'),1
38318,Synset('bone_age.n.01'),1
38319,Synset('developmental_age.n.01'),1
38320,Synset('mental_age.n.01'),1
38321,Synset('oldness.n.01'),2
38322,Synset('youngness.n.01'),1
38323,Synset('karyotype.n.01'),1
38324,Synset('structure.n.02'),2
38325,Synset('aptness.n.01'),1
38326,Synset('predisposition.n.03'),1
38327,Synset('separatism.n.02'),1
38328,Synset('digestibility.n.01'),1
38329,Synset('absolute_magnitude.n.01'),1
38330,Synset('amplitude.n.03'),1
38331,Synset('degree.n.07'),1
38332,Synset('extent.n.02'),11
38333,Synset('muchness.n.01'),1
38334,Synset('order.n.02'),1
38335,Synset('size.n.01'),9
38336,Synset('triplicity.n.02'),1
38337,Synset('malodorousness.n.01'),1
38338,Synset('rancidness.n.01'),1
38339,Synset('deflection.n.04'),1
38340,Synset('drippiness.n.01'),1
38341,Synset('fugacity.n.01'),1
38342,Synset('imperceptibility.n.01'),1
38343,Synset('inelasticity.n.01'),2
38344,Synset('magnetization.n.03'),1
38345,Synset('perceptibility.n.01'),4
38346,Synset('reflection.n.08'),2
38347,Synset('sensitivity.n.02'),1
38348,Synset('unmalleability.n.01'),1
38349,Synset('brackishness.n.01'),1
38350,Synset('extra_large.n.01'),1
38351,Synset('number.n.09'),1
38352,Synset('outsize.n.01'),1
38353,Synset('quarto.n.01'),1
38354,Synset('small.n.02'),1
38355,Synset('tall.n.01'),1
38356,Synset('harmony.n.05'),1
38357,Synset('pitch.n.01'),2
38358,Synset('rhythmicity.n.01'),1
38359,Synset('softness.n.05'),1
38360,Synset('timbre.n.01'),4
38361,Synset('brawn.n.01'),1
38362,Synset('firmness.n.01'),1
38363,Synset('huskiness.n.01'),1
38364,Synset('invulnerability.n.02'),1
38365,Synset('robustness.n.01'),1
38366,Synset('sturdiness.n.02'),1
38367,Synset('texture.n.01'),5
38368,Synset('duration.n.03'),9
38369,Synset('temporal_arrangement.n.01'),10
38370,Synset('color_property.n.01'),2
38371,Synset('dullness.n.03'),1
38372,Synset('softness.n.06'),1
38373,Synset('caricaturist.n.01'),1
38374,Synset('dimension.n.03'),1
38375,Synset('spike.n.01'),1
38376,Synset('figured_bass.n.01'),1
38377,Synset('adobe.n.01'),1
38378,Synset('bentonite.n.01'),1
38379,Synset('daub.n.01'),1
38380,Synset('kitty_litter.n.01'),1
38381,Synset('potter's_clay.n.01'),1
38382,Synset('chernozemic_soil.n.01'),1
38383,Synset('bleaching_clay.n.01'),1
38384,Synset('slop.n.02'),1
38385,Synset('beard.n.02'),1
38386,Synset('bear_claw.n.03'),1
38387,Synset('fingernail.n.01'),1
38388,Synset('jury_duty.n.01'),1
